Cycle Time (minutes),Product Category,Waste Generated (kg),Production Volume (units),Water Usage (liters),Machine Utilization (%),Machine Age (years),Machine Type,Supplier,Operator Experience (years),Revenue ($)
20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
10,0,100,640.72,2000,64,7.59,0,2,5.22,320311.05
30,2,500,733.93,10000,89,3.37,2,1,4.7,587098.48
20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
20,1,300,759.28,6000,90,3.3,1,1,3.95,455510.76
20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
10,0,100,660.87,2000,64,7.59,0,2,4.7,330383.81
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
10,0,100,626.42,2000,64,7.59,0,2,6.15,313161.45
10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
30,2,500,693.63,10000,89,3.37,2,1,6.02,554861.73
20,1,300,710.48,6000,90,3.3,1,1,3.65,426239.86
10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
20,1,300,714.03,6000,90,3.3,1,1,4.7,428366.69
20,1,300,695.48,6000,90,3.3,1,1,5.65,417237.52
30,2,500,779.08,10000,89,3.37,2,1,3.95,623212.8
20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
20,1,300,727.48,6000,90,3.3,1,1,4.7,436434.43
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
30,2,500,721.03,10000,89,3.37,2,1,5.03,576779.78
20,1,300,701.23,6000,90,3.3,1,1,4.6,420689.1
30,2,500,712.73,10000,89,3.37,2,1,6.15,570138.38
30,2,500,698.98,10000,89,3.37,2,1,5.12,559143.02
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
30,2,500,758.43,10000,89,3.37,2,1,4.3,606695.42
20,1,300,718.58,6000,90,3.3,1,1,5.15,431094.85
10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
10,0,100,647.72,2000,64,7.59,0,2,4.7,323811.03
10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
10,0,100,692.97,2000,64,7.59,0,2,3.95,346429.93
10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
10,0,100,660.87,2000,64,7.59,0,2,4.7,330383.8
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
30,2,500,682.13,10000,89,3.37,2,1,5.78,545664.09
10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
30,2,500,720.63,10000,89,3.37,2,1,4.6,576460.89
20,1,300,693.13,6000,90,3.3,1,1,6.15,415826.76
10,0,100,612.67,2000,64,7.59,0,2,5.12,306290.85
20,1,300,674.13,6000,90,3.3,1,1,6.02,404430.17
10,0,100,643.77,2000,64,7.59,0,2,3.65,321838.99
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
20,1,300,682.28,6000,90,3.3,1,1,5.08,409321.06
10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
10,0,100,651.97,2000,64,7.59,0,2,5.15,325934.33
30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
30,2,500,733.93,10000,89,3.37,2,1,4.7,587098.49
30,2,500,715.38,10000,89,3.37,2,1,5.65,572259.17
10,0,100,692.77,2000,64,7.59,0,2,3.95,346329.95
10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
20,1,300,691.68,6000,90,3.3,1,1,5.95,414957.48
10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
30,2,500,720.33,10000,89,3.37,2,1,4.6,576220.9
20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
30,2,500,698.98,10000,89,3.37,2,1,5.12,559143.02
20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
10,0,100,643.77,2000,64,7.59,0,2,3.65,321838.99
20,1,300,747.28,6000,90,3.3,1,1,3.9,448312.99
20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
10,0,100,615.57,2000,64,7.59,0,2,5.08,307740.5
10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
30,2,500,733.93,10000,89,3.37,2,1,4.7,587098.49
10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
20,1,300,727.58,6000,90,3.3,1,1,4.7,436494.41
30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
30,2,500,720.93,10000,89,3.37,2,1,5.03,576699.79
20,1,300,700.83,6000,90,3.3,1,1,4.6,420449.13
30,2,500,712.63,10000,89,3.37,2,1,6.15,570058.4
30,2,500,698.98,10000,89,3.37,2,1,5.12,559143.03
30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
10,0,100,643.77,2000,64,7.59,0,2,3.65,321838.99
30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
20,1,300,708.28,6000,90,3.3,1,1,5.58,424915.58
10,0,100,646.32,2000,64,7.59,0,2,4.92,323110.77
30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
10,0,100,640.82,2000,64,7.59,0,2,5.22,320361.04
30,2,500,733.93,10000,89,3.37,2,1,4.7,587098.48
10,0,100,629.07,2000,64,7.59,0,2,5.65,314487.09
10,0,100,692.97,2000,64,7.59,0,2,3.95,346429.93
30,2,500,785.83,10000,89,3.37,2,1,3.82,628611.95
20,1,300,727.58,6000,90,3.3,1,1,4.7,436494.42
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
20,1,300,662.63,6000,90,3.3,1,1,5.78,397532.58
20,1,300,701.53,6000,90,3.3,1,1,5.03,420868.03
20,1,300,701.23,6000,90,3.3,1,1,4.6,420689.1
20,1,300,693.13,6000,90,3.3,1,1,6.15,415826.76
30,2,500,699.08,10000,89,3.37,2,1,5.12,559223.01
20,1,300,673.83,6000,90,3.3,1,1,6.02,404250.22
10,0,100,643.77,2000,64,7.59,0,2,3.65,321838.99
20,1,300,747.58,6000,90,3.3,1,1,3.9,448492.95
20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
10,0,100,672.12,2000,64,7.59,0,2,4.3,336007.77
20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
30,2,500,726.73,10000,89,3.37,2,1,5.22,581338.36
20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
20,1,300,759.58,6000,90,3.3,1,1,3.95,455690.7
10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
20,1,300,727.58,6000,90,3.3,1,1,4.7,436494.42
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
10,0,100,634.52,2000,64,7.59,0,2,4.6,317213.44
30,2,500,712.33,10000,89,3.37,2,1,6.15,569818.41
10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
10,0,100,643.47,2000,64,7.59,0,2,3.65,321689.04
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
20,1,300,682.18,6000,90,3.3,1,1,5.08,409261.06
10,0,100,672.22,2000,64,7.59,0,2,4.3,336057.75
20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
30,2,500,714.88,10000,89,3.37,2,1,5.65,571859.24
10,0,100,692.87,2000,64,7.59,0,2,3.95,346379.94
30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
20,1,300,727.58,6000,90,3.3,1,1,4.7,436494.41
30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
30,2,500,721.03,10000,89,3.37,2,1,5.03,576779.77
10,0,100,634.32,2000,64,7.59,0,2,4.6,317113.47
10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.93,6000,90,3.3,1,1,4.3,443303.45
20,1,300,718.58,6000,90,3.3,1,1,5.15,431094.86
30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
30,2,500,779.08,10000,89,3.37,2,1,3.95,623212.8
20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
20,1,300,701.63,6000,90,3.3,1,1,5.03,420928.02
30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
30,2,500,712.73,10000,89,3.37,2,1,6.15,570138.38
10,0,100,612.77,2000,64,7.59,0,2,5.12,306340.85
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
30,2,500,729.98,10000,89,3.37,2,1,3.65,583941.74
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.93,6000,90,3.3,1,1,4.3,443303.45
20,1,300,718.58,6000,90,3.3,1,1,5.15,431094.85
20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
30,2,500,733.63,10000,89,3.37,2,1,4.7,586858.5
20,1,300,695.78,6000,90,3.3,1,1,5.65,417417.5
30,2,500,779.08,10000,89,3.37,2,1,3.95,623212.79
20,1,300,766.43,6000,90,3.3,1,1,3.82,459799.8
10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
10,0,100,624.77,2000,64,7.59,0,2,5.95,312337.14
30,2,500,681.83,10000,89,3.37,2,1,5.78,545424.14
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
30,2,500,712.63,10000,89,3.37,2,1,6.15,570058.4
30,2,500,699.08,10000,89,3.37,2,1,5.12,559223.01
30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.83,6000,90,3.3,1,1,4.3,443243.46
30,2,500,737.78,10000,89,3.37,2,1,5.15,590176.71
30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
30,2,500,734.03,10000,89,3.37,2,1,4.7,587178.47
20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
20,1,300,691.68,6000,90,3.3,1,1,5.95,414957.47
30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
30,2,500,720.73,10000,89,3.37,2,1,5.03,576539.8
20,1,300,701.13,6000,90,3.3,1,1,4.6,420629.1
20,1,300,693.13,6000,90,3.3,1,1,6.15,415826.76
10,0,100,612.47,2000,64,7.59,0,2,5.12,306190.87
30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
10,0,100,680.57,2000,64,7.59,0,2,3.9,340232.2
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
20,1,300,682.28,6000,90,3.3,1,1,5.08,409321.06
20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
20,1,300,714.43,6000,90,3.3,1,1,4.7,428606.65
20,1,300,695.68,6000,90,3.3,1,1,5.65,417357.51
10,0,100,692.87,2000,64,7.59,0,2,3.95,346379.94
30,2,500,785.93,10000,89,3.37,2,1,3.82,628691.93
10,0,100,660.87,2000,64,7.59,0,2,4.7,330383.8
20,1,300,691.68,6000,90,3.3,1,1,5.95,414957.47
10,0,100,596.02,2000,64,7.59,0,2,5.78,297967.16
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
10,0,100,634.42,2000,64,7.59,0,2,4.6,317163.45
10,0,100,626.52,2000,64,7.59,0,2,6.15,313211.44
20,1,300,679.48,6000,90,3.3,1,1,5.12,407641.38
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
30,2,500,729.98,10000,89,3.37,2,1,3.65,583941.74
20,1,300,747.28,6000,90,3.3,1,1,3.9,448313.0
20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
20,1,300,682.38,6000,90,3.3,1,1,5.08,409381.04
20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
20,1,300,714.13,6000,90,3.3,1,1,4.7,428426.68
20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
10,0,100,692.87,2000,64,7.59,0,2,3.95,346379.94
20,1,300,766.43,6000,90,3.3,1,1,3.82,459799.81
30,2,500,746.98,10000,89,3.37,2,1,4.7,597536.31
30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
30,2,500,682.23,10000,89,3.37,2,1,5.78,545744.08
10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
20,1,300,701.13,6000,90,3.3,1,1,4.6,420629.1
20,1,300,693.13,6000,90,3.3,1,1,6.15,415826.76
20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
20,1,300,710.58,6000,90,3.3,1,1,3.65,426299.84
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
30,2,500,758.43,10000,89,3.37,2,1,4.3,606695.42
20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
30,2,500,726.73,10000,89,3.37,2,1,5.22,581338.34
20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
30,2,500,779.18,10000,89,3.37,2,1,3.95,623292.78
20,1,300,766.53,6000,90,3.3,1,1,3.82,459859.79
10,0,100,660.97,2000,64,7.59,0,2,4.7,330433.79
10,0,100,624.97,2000,64,7.59,0,2,5.95,312437.12
20,1,300,662.63,6000,90,3.3,1,1,5.78,397532.58
20,1,300,701.53,6000,90,3.3,1,1,5.03,420868.03
30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
10,0,100,626.42,2000,64,7.59,0,2,6.15,313161.45
20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
20,1,300,708.28,6000,90,3.3,1,1,5.58,424915.58
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.93,6000,90,3.3,1,1,4.3,443303.45
20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
30,2,500,726.63,10000,89,3.37,2,1,5.22,581258.35
10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
20,1,300,695.88,6000,90,3.3,1,1,5.65,417477.49
20,1,300,759.58,6000,90,3.3,1,1,3.95,455690.7
30,2,500,785.93,10000,89,3.37,2,1,3.82,628691.94
20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
10,0,100,595.92,2000,64,7.59,0,2,5.78,297917.17
20,1,300,701.53,6000,90,3.3,1,1,5.03,420868.03
10,0,100,634.42,2000,64,7.59,0,2,4.6,317163.46
20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
10,0,100,612.77,2000,64,7.59,0,2,5.12,306340.84
10,0,100,607.42,2000,64,7.59,0,2,6.02,303664.83
20,1,300,710.58,6000,90,3.3,1,1,3.65,426299.84
30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.83,6000,90,3.3,1,1,4.3,443243.46
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
10,0,100,640.82,2000,64,7.59,0,2,5.22,320361.04
30,2,500,734.03,10000,89,3.37,2,1,4.7,587178.47
10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
10,0,100,699.72,2000,64,7.59,0,2,3.82,349804.01
20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
10,0,100,634.52,2000,64,7.59,0,2,4.6,317213.44
20,1,300,693.13,6000,90,3.3,1,1,6.15,415826.76
20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
10,0,100,680.97,2000,64,7.59,0,2,3.9,340432.16
20,1,300,708.38,6000,90,3.3,1,1,5.58,424975.57
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.93,6000,90,3.3,1,1,4.3,443303.45
10,0,100,651.87,2000,64,7.59,0,2,5.15,325884.34
10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
30,2,500,733.93,10000,89,3.37,2,1,4.7,587098.48
10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
30,2,500,779.18,10000,89,3.37,2,1,3.95,623292.78
10,0,100,699.82,2000,64,7.59,0,2,3.82,349854.0
30,2,500,747.18,10000,89,3.37,2,1,4.7,597696.3
20,1,300,691.78,6000,90,3.3,1,1,5.95,415017.46
10,0,100,595.92,2000,64,7.59,0,2,5.78,297917.18
10,0,100,634.92,2000,64,7.59,0,2,5.03,317412.46
30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
20,1,300,692.83,6000,90,3.3,1,1,6.15,415646.79
20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
20,1,300,674.23,6000,90,3.3,1,1,6.02,404490.16
20,1,300,710.18,6000,90,3.3,1,1,3.65,426059.88
20,1,300,747.48,6000,90,3.3,1,1,3.9,448432.96
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
20,1,300,682.38,6000,90,3.3,1,1,5.08,409381.04
10,0,100,672.32,2000,64,7.59,0,2,4.3,336107.74
10,0,100,651.97,2000,64,7.59,0,2,5.15,325934.33
10,0,100,640.92,2000,64,7.59,0,2,5.22,320411.03
10,0,100,647.82,2000,64,7.59,0,2,4.7,323861.02
30,2,500,715.38,10000,89,3.37,2,1,5.65,572259.17
10,0,100,692.57,2000,64,7.59,0,2,3.95,346229.99
10,0,100,699.72,2000,64,7.59,0,2,3.82,349804.01
20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
10,0,100,634.52,2000,64,7.59,0,2,4.6,317213.44
20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
10,0,100,612.87,2000,64,7.59,0,2,5.12,306390.83
20,1,300,674.13,6000,90,3.3,1,1,6.02,404430.17
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
20,1,300,713.13,6000,90,3.3,1,1,4.92,427826.33
30,2,500,701.88,10000,89,3.37,2,1,5.08,561462.7
30,2,500,758.13,10000,89,3.37,2,1,4.3,606455.44
30,2,500,738.18,10000,89,3.37,2,1,5.15,590496.66
30,2,500,727.13,10000,89,3.37,2,1,5.22,581658.3
20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
10,0,100,629.07,2000,64,7.59,0,2,5.65,314487.09
20,1,300,759.28,6000,90,3.3,1,1,3.95,455510.74
10,0,100,699.42,2000,64,7.59,0,2,3.82,349654.05
30,2,500,746.98,10000,89,3.37,2,1,4.7,597536.32
10,0,100,624.97,2000,64,7.59,0,2,5.95,312437.12
20,1,300,662.73,6000,90,3.3,1,1,5.78,397592.57
20,1,300,701.63,6000,90,3.3,1,1,5.03,420928.02
10,0,100,634.42,2000,64,7.59,0,2,4.6,317163.45
30,2,500,712.63,10000,89,3.37,2,1,6.15,570058.39
20,1,300,679.48,6000,90,3.3,1,1,5.12,407641.38
30,2,500,693.73,10000,89,3.37,2,1,6.02,554941.72
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
10,0,100,680.57,2000,64,7.59,0,2,3.9,340232.2
10,0,100,641.67,2000,64,7.59,0,2,5.58,320785.14
30,2,500,732.63,10000,89,3.37,2,1,4.92,586058.14
30,2,500,701.78,10000,89,3.37,2,1,5.08,561382.7
20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
20,1,300,718.68,6000,90,3.3,1,1,5.15,431154.84
20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
30,2,500,714.98,10000,89,3.37,2,1,5.65,571939.23
10,0,100,692.87,2000,64,7.59,0,2,3.95,346379.94
20,1,300,766.33,6000,90,3.3,1,1,3.82,459739.81
20,1,300,727.18,6000,90,3.3,1,1,4.7,436254.46
10,0,100,625.07,2000,64,7.59,0,2,5.95,312487.11
30,2,500,681.83,10000,89,3.37,2,1,5.78,545424.12
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
20,1,300,701.23,6000,90,3.3,1,1,4.6,420689.1
30,2,500,712.73,10000,89,3.37,2,1,6.15,570138.38
20,1,300,679.58,6000,90,3.3,1,1,5.12,407701.37
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
30,2,500,730.08,10000,89,3.37,2,1,3.65,584021.72
30,2,500,767.18,10000,89,3.37,2,1,3.9,613694.98
10,0,100,641.27,2000,64,7.59,0,2,5.58,320585.18
10,0,100,646.42,2000,64,7.59,0,2,4.92,323160.76
20,1,300,681.98,6000,90,3.3,1,1,5.08,409141.1
20,1,300,739.03,6000,90,3.3,1,1,4.3,443363.44
30,2,500,738.08,10000,89,3.37,2,1,5.15,590416.67
20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
20,1,300,714.53,6000,90,3.3,1,1,4.7,428666.64
20,1,300,695.68,6000,90,3.3,1,1,5.65,417357.51
30,2,500,779.18,10000,89,3.37,2,1,3.95,623292.78
30,2,500,786.03,10000,89,3.37,2,1,3.82,628771.92
20,1,300,727.68,6000,90,3.3,1,1,4.7,436554.4
30,2,500,711.28,10000,89,3.37,2,1,5.95,568979.1
20,1,300,662.23,6000,90,3.3,1,1,5.78,397292.63
30,2,500,721.13,10000,89,3.37,2,1,5.03,576859.77
30,2,500,720.73,10000,89,3.37,2,1,4.6,576540.87
20,1,300,693.23,6000,90,3.3,1,1,6.15,415886.75
10,0,100,612.77,2000,64,7.59,0,2,5.12,306340.85
10,0,100,607.52,2000,64,7.59,0,2,6.02,303714.82
10,0,100,643.87,2000,64,7.59,0,2,3.65,321888.98
20,1,300,747.68,6000,90,3.3,1,1,3.9,448552.94
30,2,500,727.88,10000,89,3.37,2,1,5.58,582257.31
30,2,500,732.53,10000,89,3.37,2,1,4.92,585978.15
10,0,100,615.67,2000,64,7.59,0,2,5.08,307790.49
20,1,300,738.83,6000,90,3.3,1,1,4.3,443243.46
10,0,100,651.97,2000,64,7.59,0,2,5.15,325934.33
20,1,300,707.63,6000,90,3.3,1,1,5.22,424526.53
30,2,500,733.83,10000,89,3.37,2,1,4.7,587018.5
10,0,100,629.17,2000,64,7.59,0,2,5.65,314537.07
20,1,300,759.68,6000,90,3.3,1,1,3.95,455750.69
20,1,300,766.03,6000,90,3.3,1,1,3.82,459559.87
