product_category,key_point
Foam Grade A,Factory 10_City A_Type A_2023-10-26
Foam Grade B,Factory 10_City A_Type C_2023-10-27
Foam Grade B,Factory 10_City C_Type C_2023-10-28
Custom Size,Factory 10_City E_Type C_2023-10-29
Custom Size,Factory 10_City C_Type C_2023-10-30
Foam Grade A,Factory 10_City B_Type C_2023-10-31
Custom Size,Factory 10_City A_Type C_2023-11-01
Custom Size,Factory 10_City B_Type C_2023-11-02
Custom Size,Factory 10_City A_Type B_2023-11-03
Custom Size,Factory 10_City B_Type C_2023-11-04
Foam Grade A,Factory 10_City B_Type A_2023-11-05
Foam Grade A,Factory 10_City E_Type C_2023-11-06
Foam Grade A,Factory 10_City C_Type C_2023-11-07
Foam Grade A,Factory 10_City A_Type A_2023-11-08
Custom Size,Factory 10_City B_Type B_2023-11-09
Custom Size,Factory 10_City D_Type A_2023-11-10
Foam Grade B,Factory 10_City A_Type C_2023-11-11
Foam Grade B,Factory 10_City E_Type A_2023-11-12
Foam Grade A,Factory 10_City E_Type C_2023-11-13
Foam Grade A,Factory 10_City D_Type C_2023-11-14
Foam Grade B,Factory 10_City D_Type B_2023-11-15
Custom Size,Factory 10_City C_Type A_2023-11-16
Foam Grade A,Factory 10_City C_Type A_2023-11-17
Foam Grade B,Factory 10_City E_Type A_2023-11-18
Foam Grade A,Factory 10_City B_Type B_2023-11-19
Foam Grade A,Factory 10_City A_Type C_2023-11-20
Foam Grade A,Factory 10_City E_Type A_2023-11-21
Foam Grade B,Factory 10_City C_Type A_2023-11-22
Foam Grade B,Factory 10_City E_Type B_2023-11-23
Foam Grade B,Factory 10_City A_Type B_2023-11-24
Foam Grade A,Factory 10_City A_Type A_2023-11-25
Foam Grade B,Factory 10_City E_Type C_2023-11-26
Custom Size,Factory 10_City B_Type C_2023-11-27
Foam Grade A,Factory 10_City D_Type C_2023-11-28
Custom Size,Factory 10_City D_Type C_2023-11-29
Custom Size,Factory 10_City E_Type A_2023-11-30
Custom Size,Factory 10_City A_Type C_2023-12-01
Custom Size,Factory 10_City D_Type C_2023-12-02
Foam Grade A,Factory 10_City B_Type C_2023-12-03
Custom Size,Factory 10_City B_Type C_2023-12-04
Custom Size,Factory 10_City D_Type C_2023-12-05
Foam Grade B,Factory 10_City E_Type B_2023-12-06
Foam Grade B,Factory 10_City D_Type A_2023-12-07
Foam Grade A,Factory 10_City C_Type A_2023-12-08
Custom Size,Factory 10_City D_Type C_2023-12-09
Custom Size,Factory 10_City B_Type C_2023-12-10
Custom Size,Factory 10_City E_Type B_2023-12-11
Custom Size,Factory 10_City E_Type B_2023-12-12
Foam Grade A,Factory 10_City C_Type B_2023-12-13
Custom Size,Factory 10_City B_Type A_2023-12-14
Foam Grade A,Factory 10_City C_Type C_2023-12-15
Foam Grade B,Factory 10_City C_Type B_2023-12-16
Custom Size,Factory 10_City D_Type C_2023-12-17
Foam Grade A,Factory 10_City C_Type B_2023-12-18
Foam Grade B,Factory 10_City C_Type A_2023-12-19
Foam Grade A,Factory 10_City E_Type B_2023-12-20
Foam Grade A,Factory 10_City A_Type A_2023-12-21
Foam Grade B,Factory 10_City B_Type C_2023-12-22
Foam Grade A,Factory 10_City B_Type C_2023-12-23
Foam Grade B,Factory 10_City C_Type C_2023-12-24
Foam Grade B,Factory 10_City B_Type C_2023-12-25
Custom Size,Factory 10_City C_Type C_2023-12-26
Custom Size,Factory 10_City A_Type B_2023-12-27
Foam Grade B,Factory 10_City D_Type A_2023-12-28
Custom Size,Factory 10_City C_Type C_2023-12-29
Custom Size,Factory 10_City D_Type B_2023-12-30
Foam Grade A,Factory 10_City D_Type C_2023-12-31
Foam Grade A,Factory 1_City A_Type A_2010-12-21
Foam Grade B,Factory 2_City B_Type C_2011-12-22
Foam Grade A,Factory 2_City B_Type C_2012-12-23
Foam Grade B,Factory 4_City C_Type C_2013-12-24
Foam Grade B,Factory 5_City B_Type C_2014-12-25
Custom Size,Factory 6_City C_Type C_2015-12-26
Custom Size,Factory 6_City A_Type B_2016-12-27
Foam Grade B,Factory 8_City D_Type A_2017-12-28
Custom Size,Factory 9_City C_Type C_2018-12-29
Custom Size,Factory 10_City D_Type B_2019-12-30
